,Unnamed: 0.1,Unnamed: 0,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,IMAX,Documentary,War,Musical,Western,Film-Noir,cluster
127214,127214,127215,30,3,11,130,8,69,144,51,49,75,4,7,11,3,0,8,3,6,0,1
117430,117430,117431,127,23,43,325,60,239,481,222,174,284,47,96,112,3,4,44,35,22,3,1
17649,17649,17650,146,36,29,125,64,71,254,225,106,190,47,44,131,61,7,37,9,13,2,2
136036,136036,136037,63,7,3,115,19,16,113,134,69,110,44,28,104,10,1,17,1,0,0,3
30570,30570,30571,25,11,11,26,8,23,46,19,28,38,6,4,9,9,0,11,11,4,0,4
91755,91755,91756,31,0,1,52,5,53,102,50,18,68,5,7,24,3,0,24,0,15,0,0
114791,114791,114792,55,0,14,73,83,16,54,121,17,138,210,30,53,9,0,9,0,6,0,1
153921,153921,153922,19,6,6,18,10,10,44,28,18,35,3,10,13,16,0,10,2,0,0,3
39494,39494,39495,118,50,37,166,81,82,200,118,63,83,17,40,40,8,5,31,16,5,8,4
9920,9920,9921,177,24,38,279,118,137,551,316,343,324,18,115,92,50,4,80,0,26,7,2
161490,161490,161491,28,0,1,32,5,20,49,81,37,50,2,0,28,0,0,8,0,4,0,3
153869,153869,153870,93,5,6,84,12,48,142,156,55,95,52,25,216,4,0,4,9,7,0,3
31731,31731,31732,25,7,10,45,20,19,72,5,32,17,14,9,21,0,21,0,4,0,0,4
40951,40951,40952,71,12,20,86,23,13,59,58,23,35,11,12,49,0,4,4,8,7,4,4
91406,91406,91407,91,22,21,66,20,29,106,104,55,97,10,26,75,8,0,18,13,4,3,0
78527,78527,78528,43,92,88,74,45,33,49,7,8,8,3,0,5,9,0,0,57,4,0,0
155699,155699,155700,36,11,13,118,4,93,218,48,30,71,5,17,35,0,0,20,8,4,3,3
8497,8497,8498,39,8,13,22,3,19,44,40,28,53,8,5,18,8,0,9,8,4,0,2
48551,48551,48552,70,14,50,163,60,189,588,74,131,191,56,94,18,0,0,62,25,30,22,4
44668,44668,44669,41,8,15,37,16,19,20,36,7,29,10,0,14,5,0,0,10,0,0,4
134824,134824,134825,28,14,24,59,12,20,49,6,7,4,0,1,2,9,3,0,4,0,1,3
24189,24189,24190,49,11,4,160,32,17,200,116,168,187,89,82,45,16,4,22,4,23,22,2
18418,18418,18419,40,5,8,62,16,68,167,42,54,66,15,26,24,0,0,26,14,0,4,2
150311,150311,150312,35,14,22,68,13,19,68,39,29,44,5,4,13,15,0,14,14,5,0,3
150815,150815,150816,23,0,0,12,4,43,82,27,35,59,3,8,16,0,4,0,0,0,0,3
67566,67566,67567,317,87,159,527,131,326,713,362,255,369,106,97,201,3,7,87,93,73,42,0
122270,122270,122271,301,166,135,244,149,69,76,305,102,172,44,53,128,112,0,15,36,6,3,1
40016,40016,40017,607,380,321,680,345,355,568,594,286,393,158,134,383,179,0,65,146,24,90,4
18742,18742,18743,15,0,2,34,6,32,34,6,9,2,2,4,0,0,5,4,0,2,4,2
54972,54972,54973,40,11,11,60,27,44,126,38,69,95,16,58,39,5,0,10,0,0,5,4
29966,29966,29967,657,314,416,1004,374,626,1230,581,334,413,85,154,316,98,39,122,169,106,37,4
12284,12284,12285,97,52,53,62,54,34,48,71,5,26,0,7,40,44,0,2,8,0,0,2
66943,66943,66944,27,13,17,53,17,28,27,10,9,15,10,0,4,0,0,0,3,0,0,0
12947,12947,12948,29,31,4,22,47,46,130,27,27,113,66,23,80,18,5,5,9,0,0,2
151624,151624,151625,199,49,49,304,87,73,207,273,109,196,120,66,209,45,8,24,31,10,8,3
21703,21703,21704,22,8,0,85,16,29,157,68,101,148,48,54,61,8,0,4,0,7,7,2
31495,31495,31496,13,12,8,61,8,48,127,14,30,34,4,25,9,8,0,14,0,0,0,4
108415,108415,108416,118,9,7,51,18,44,145,155,47,119,19,40,213,14,0,15,7,0,0,1
112771,112771,112772,32,6,12,60,9,2,6,14,4,5,9,3,13,4,0,3,8,0,0,1
56484,56484,56485,12,7,4,57,4,38,49,34,13,17,0,5,5,0,10,8,3,4,0,4
107562,107562,107563,23,5,17,81,5,69,183,37,37,73,19,46,26,0,0,11,10,0,8,1
54729,54729,54730,5,5,9,175,4,25,49,43,58,20,25,24,20,9,0,5,0,0,0,4
6606,6606,6607,92,63,35,128,47,13,71,84,25,69,103,11,104,8,3,20,20,0,0,2
27165,27165,27166,14,4,8,29,14,2,16,24,9,14,9,5,17,0,0,4,4,2,0,4
15751,15751,15752,35,8,12,58,11,45,66,45,24,50,0,7,21,0,0,4,9,0,0,2
91506,91506,91507,66,11,13,132,27,115,416,50,92,103,7,32,24,14,16,55,0,7,0,0
46717,46717,46718,86,41,35,167,66,61,107,59,39,33,7,6,26,0,16,0,22,2,0,4
144668,144668,144669,156,76,124,194,95,112,287,117,84,105,52,48,78,8,0,59,40,25,4,3
122386,122386,122387,115,25,32,89,22,52,120,148,73,72,10,29,112,56,0,12,10,5,5,1
100169,100169,100170,22,9,9,26,5,9,53,46,24,61,21,26,34,0,0,4,0,0,0,1
4081,4081,4082,142,41,28,245,100,101,326,156,116,119,37,64,106,31,60,41,20,14,2,2
13202,13202,13203,11,8,8,234,14,182,220,11,108,108,9,42,4,4,4,9,7,0,0,2
119033,119033,119034,47,24,15,30,23,15,30,45,7,21,0,7,30,7,0,4,0,0,0,1
2361,2361,2362,352,185,393,392,183,265,332,120,41,97,22,56,104,13,0,51,260,20,5,2
148134,148134,148135,79,14,31,76,28,69,162,126,34,118,8,28,40,14,0,16,14,0,0,3
129488,129488,129489,173,65,62,95,83,50,176,169,80,111,13,39,86,60,3,25,6,6,0,1
96232,96232,96233,65,11,16,148,18,47,190,103,73,82,32,9,72,0,0,37,16,28,0,0
60702,60702,60703,16,6,6,49,12,66,108,6,3,23,0,5,3,9,0,12,6,4,0,4
40843,40843,40844,29,3,3,7,16,4,60,41,34,29,1,5,21,15,0,11,0,5,0,4
28561,28561,28562,52,3,4,153,12,18,120,171,128,98,4,32,68,36,0,12,0,10,0,4
53701,53701,53702,96,35,39,77,45,68,86,75,20,30,0,31,42,52,0,4,45,5,0,4
144585,144585,144586,179,12,31,139,34,91,322,199,77,171,40,38,115,9,0,92,18,13,7,3
89176,89176,89177,165,41,38,212,112,93,270,349,215,432,462,102,137,41,5,41,15,5,12,0
7387,7387,7388,714,396,542,1607,440,757,1279,511,290,341,82,132,257,73,41,137,407,76,19,2
104145,104145,104146,134,34,47,164,79,118,156,116,61,110,33,37,97,40,0,19,13,5,4,1
77103,77103,77104,60,3,23,299,41,103,325,66,115,127,32,74,57,0,5,16,20,24,27,0
116755,116755,116756,45,3,17,93,15,47,83,70,26,84,7,9,29,5,3,9,3,3,0,1
89674,89674,89675,37,28,37,67,20,35,83,35,45,49,4,24,10,7,0,10,7,11,4,0
55640,55640,55641,2,0,0,18,2,18,80,17,33,20,3,7,8,9,0,22,0,0,0,4
94966,94966,94967,16,18,24,106,15,81,157,10,25,32,5,10,10,0,9,22,0,0,5,0
32290,32290,32291,123,47,45,146,64,96,177,98,60,60,21,27,68,14,5,23,8,4,3,4
82337,82337,82338,26,5,8,41,10,1,51,36,41,36,9,4,18,8,0,0,0,0,0,0
110251,110251,110252,35,1,9,94,8,79,116,76,20,67,4,13,28,0,0,10,0,0,0,1
51430,51430,51431,43,0,7,63,12,37,66,67,29,64,0,10,29,4,0,10,0,6,0,4
38849,38849,38850,42,8,13,20,9,12,71,72,39,28,0,4,44,27,0,13,4,0,0,4
37835,37835,37836,10,17,19,76,17,41,78,22,21,14,10,5,13,5,5,11,18,5,2,4
46126,46126,46127,48,0,4,130,4,73,223,63,100,78,5,28,26,3,10,25,1,8,22,4
6177,6177,6178,33,15,18,136,21,57,99,23,35,12,4,0,21,3,3,15,14,7,0,2
40855,40855,40856,210,30,36,260,76,93,336,289,205,245,52,79,174,29,12,44,27,8,15,4
1375,1375,1376,149,48,180,369,110,202,188,57,25,32,17,16,37,20,2,15,47,5,3,2
154935,154935,154936,34,10,9,27,17,32,67,24,11,14,0,0,29,11,0,7,0,0,0,3
143395,143395,143396,142,53,12,87,59,46,332,169,167,183,74,68,165,32,37,48,4,20,1,3
161410,161410,161411,231,68,87,132,89,80,163,197,55,115,18,31,99,20,4,29,35,5,0,3
131193,131193,131194,57,6,16,72,15,47,94,87,48,66,22,14,59,0,0,8,5,4,5,1
37827,37827,37828,973,290,613,2595,655,1302,2176,1073,635,1168,418,385,690,117,28,146,308,69,20,4
93548,93548,93549,3,3,3,33,3,16,40,27,36,23,3,5,12,0,0,9,3,0,0,0
87135,87135,87136,49,15,16,54,20,7,7,45,4,20,0,4,16,0,0,4,11,0,0,0
13861,13861,13862,99,37,34,101,32,50,146,118,55,51,4,11,68,12,5,27,3,3,0,2
19713,19713,19714,432,80,81,383,132,92,966,817,503,756,45,153,229,147,47,195,6,14,4,2
39014,39014,39015,36,8,13,109,56,136,233,29,15,28,0,13,31,17,13,3,9,0,0,4
151650,151650,151651,231,104,128,193,220,119,126,170,32,102,20,23,96,31,0,6,67,4,3,3
106901,106901,106902,86,17,37,146,66,116,129,61,24,35,10,10,32,30,1,11,21,0,0,1
155627,155627,155628,9,0,0,45,5,15,31,10,12,15,1,4,6,0,0,0,9,0,4,3
78625,78625,78626,123,4,4,43,17,26,222,304,102,258,80,85,286,72,0,44,0,4,0,0
64769,64769,64770,376,183,316,283,182,120,229,258,64,131,20,31,194,15,0,20,91,14,0,0
121263,121263,121264,56,14,26,185,25,144,269,74,52,126,12,28,19,4,0,24,14,21,0,1
93785,93785,93786,74,25,30,119,60,79,126,96,58,102,16,39,75,30,6,13,13,3,0,0
51040,51040,51041,26,3,8,48,14,29,47,31,10,26,3,7,33,7,0,4,0,0,0,4
86077,86077,86078,10,0,0,81,14,31,125,36,54,121,116,46,31,0,5,5,7,5,6,0
46709,46709,46710,26,10,22,28,19,32,36,23,5,4,1,0,5,0,0,14,15,5,0,4
10029,10029,10030,104,28,27,168,47,93,213,126,41,74,20,18,88,29,10,0,10,0,5,2
106199,106199,106200,116,57,95,241,60,115,134,120,38,95,3,21,47,14,0,18,45,8,0,1
22026,22026,22027,456,186,312,704,178,183,476,355,195,212,31,45,157,21,28,83,132,57,5,2
100383,100383,100384,115,67,155,106,57,69,124,34,17,44,0,4,19,15,0,5,53,5,0,1
157265,157265,157266,236,41,49,420,105,196,846,378,414,595,322,226,236,4,12,86,37,46,56,3
125636,125636,125637,109,15,32,117,38,75,90,152,56,128,0,23,59,10,0,13,15,3,0,1
129408,129408,129409,44,12,15,59,11,25,36,59,41,62,4,12,18,8,0,8,12,3,0,1
95947,95947,95948,14,0,0,153,7,284,278,29,8,37,0,23,3,0,4,38,17,2,0,0
135032,135032,135033,242,161,160,164,81,38,67,163,38,25,0,18,114,66,0,6,37,5,0,3
106186,106186,106187,4,0,11,42,8,36,36,3,8,1,1,1,8,0,0,0,4,0,0,1
75688,75688,75689,13,0,0,31,0,36,82,18,18,15,0,15,1,5,0,17,5,4,0,0
97322,97322,97323,119,14,21,229,46,105,474,269,370,430,82,167,125,0,21,41,26,27,51,0
154171,154171,154172,4,1,2,46,4,45,44,0,7,1,1,1,0,0,0,0,5,0,0,3
104998,104998,104999,124,184,201,84,93,40,66,31,8,4,0,0,40,8,0,5,91,4,0,1
148211,148211,148212,10,0,0,36,3,14,36,43,26,33,15,0,19,4,0,0,0,0,0,3
128212,128212,128213,30,29,21,34,17,32,137,45,50,71,9,28,43,17,0,39,17,8,8,1
112203,112203,112204,134,38,53,134,67,31,147,117,51,59,18,8,84,7,0,12,27,3,0,1
43666,43666,43667,71,26,26,125,32,77,255,156,150,184,15,74,69,50,31,18,5,0,4,4
71709,71709,71710,729,184,128,624,324,258,839,1228,469,803,128,172,559,296,4,105,29,39,8,0
43942,43942,43943,96,16,21,17,30,15,75,110,59,65,0,4,45,39,0,16,0,5,0,4
76171,76171,76172,18,0,0,140,15,72,59,30,13,22,6,11,17,0,4,9,3,3,0,0
151469,151469,151470,153,20,32,82,39,43,136,259,74,155,36,19,179,4,0,45,6,7,1,3
90891,90891,90892,70,3,3,16,31,3,20,55,0,14,3,0,44,15,0,2,0,0,0,0
55323,55323,55324,66,22,22,39,26,13,22,49,8,17,0,0,34,4,0,4,0,0,0,4
136117,136117,136118,96,7,6,32,26,15,47,106,20,76,35,28,127,0,0,4,0,4,0,3
101009,101009,101010,63,23,22,65,17,10,38,93,42,37,0,14,53,29,0,5,0,0,0,1
89559,89559,89560,30,15,0,125,15,10,100,55,80,55,20,5,25,0,0,0,5,5,0,0
96564,96564,96565,23,5,10,52,15,65,112,27,26,25,11,10,22,2,0,23,4,9,0,0
153860,153860,153861,17,0,5,23,1,10,35,9,8,17,0,2,7,3,4,0,0,3,0,3
117226,117226,117227,23,3,7,46,11,28,76,26,23,62,13,13,17,0,0,5,4,0,0,1
107275,107275,107276,62,13,9,52,39,18,68,62,69,68,8,17,24,11,0,7,4,2,0,1
75303,75303,75304,63,0,0,96,20,67,111,60,23,35,5,12,80,4,0,3,0,5,0,0
100411,100411,100412,73,12,23,107,25,65,118,138,83,131,18,24,62,11,0,22,12,14,0,1
152379,152379,152380,19,0,10,101,7,60,168,15,44,41,5,11,14,0,0,17,4,9,0,3
159506,159506,159507,254,123,134,215,107,122,362,199,99,141,28,33,156,50,34,101,44,23,5,3
126390,126390,126391,419,208,174,685,264,196,505,414,212,307,125,118,353,40,51,46,81,9,17,1
26896,26896,26897,61,17,17,29,31,10,13,36,5,7,10,5,23,0,0,0,0,0,0,4
57218,57218,57219,89,14,24,21,55,25,73,68,24,29,8,13,32,25,0,25,0,4,0,4
151525,151525,151526,256,72,72,221,71,101,343,369,170,277,44,57,168,11,0,68,51,43,8,3
99900,99900,99901,50,7,8,32,11,44,110,50,13,46,0,8,29,9,0,17,9,4,0,1
21954,21954,21955,61,14,23,69,30,43,163,82,58,77,27,35,49,5,3,37,0,4,5,2
96842,96842,96843,188,0,12,224,58,92,229,417,142,223,36,16,108,0,0,44,14,32,0,0
87118,87118,87119,125,55,135,322,74,198,311,156,77,165,26,25,64,14,5,35,62,20,0,0
54836,54836,54837,193,22,23,179,97,97,483,266,219,354,190,119,228,4,0,48,20,18,15,4
81893,81893,81894,32,9,7,48,21,10,56,21,13,7,3,0,16,0,0,13,3,3,0,0
22282,22282,22283,104,13,0,242,58,94,472,212,227,379,232,136,127,33,5,55,4,19,7,2
87764,87764,87765,16,12,13,23,8,20,55,7,11,19,3,14,8,0,0,10,15,0,0,0
40166,40166,40167,34,3,3,22,9,21,21,39,6,31,0,5,13,0,0,0,0,0,0,4
127954,127954,127955,98,30,44,181,48,74,304,151,135,192,66,43,109,8,0,36,38,0,3,1
31258,31258,31259,12,4,8,32,4,48,80,12,28,24,0,24,0,0,4,16,0,4,16,4
46773,46773,46774,40,6,6,26,3,12,30,37,20,36,3,0,14,8,0,9,6,4,0,4
81521,81521,81522,5,0,5,31,10,49,64,9,3,9,0,5,4,3,0,4,0,0,0,0
74476,74476,74477,97,16,14,150,38,122,334,116,127,128,8,57,62,25,3,30,7,2,5,0
147154,147154,147155,8,4,4,43,4,23,43,6,4,18,2,5,2,0,0,0,4,0,0,3
143968,143968,143969,15,4,4,25,2,5,52,5,15,12,0,6,7,0,4,4,3,3,0,3
129845,129845,129846,141,13,22,181,69,60,125,217,101,141,24,16,96,0,0,5,10,23,0,1
704,704,705,527,126,129,696,257,229,379,605,205,304,50,84,428,208,2,33,50,11,6,2
13216,13216,13217,103,59,63,110,72,31,80,84,42,55,52,22,40,13,4,5,17,0,0,2
1538,1538,1539,30,4,3,34,16,3,25,74,16,42,16,5,67,11,0,0,4,3,0,2
15905,15905,15906,205,44,25,133,63,39,191,374,126,228,60,73,221,77,0,31,0,8,0,2
103584,103584,103585,44,0,0,111,26,159,549,108,169,162,12,79,39,0,21,44,7,14,33,1
6972,6972,6973,15,6,14,35,11,61,144,12,25,17,2,21,6,0,4,28,10,0,4,2
29880,29880,29881,93,22,26,26,45,25,32,92,15,61,5,27,73,46,0,4,0,0,0,4
85661,85661,85662,45,4,10,60,20,51,146,81,37,119,0,23,52,0,0,20,0,4,0,0
112941,112941,112942,21,4,22,287,34,133,219,15,56,64,11,51,12,0,0,7,34,4,18,1
41268,41268,41269,21,6,15,18,1,11,34,18,9,31,7,18,12,0,0,5,9,0,0,4
134228,134228,134229,135,67,35,503,136,365,1226,149,226,219,23,123,112,42,26,112,41,9,9,3
19114,19114,19115,33,5,14,60,8,92,287,44,174,206,13,99,8,0,4,20,20,30,89,2
19664,19664,19665,166,30,34,91,46,51,260,224,113,156,16,45,136,55,4,66,8,15,2,2
111284,111284,111285,79,30,30,210,56,69,150,110,60,56,12,31,66,34,3,13,21,4,0,1
61746,61746,61747,38,12,28,46,16,22,55,31,17,41,3,4,21,12,0,5,14,5,0,4
110062,110062,110063,34,0,0,26,16,7,55,39,14,36,9,5,38,0,0,3,0,0,0,1
73476,73476,73477,29,5,8,47,8,37,42,35,22,35,8,8,25,5,0,5,5,8,0,0
76138,76138,76139,217,7,0,105,58,64,266,543,166,277,52,37,183,0,0,126,7,22,5,0
158190,158190,158191,321,137,135,658,163,248,745,510,390,529,267,158,270,27,38,79,86,26,25,3
113597,113597,113598,41,17,28,155,25,87,106,44,27,22,4,4,7,0,0,0,15,6,0,1
92258,92258,92259,70,5,0,10,30,10,80,85,35,75,10,30,105,20,0,10,0,10,5,0
16626,16626,16627,407,199,141,450,213,138,406,459,174,265,72,113,367,118,15,61,38,9,4,2
94199,94199,94200,464,0,9,286,70,194,742,995,411,661,120,86,283,0,3,308,8,212,31,0
115937,115937,115938,26,3,0,21,3,12,52,56,34,55,3,16,21,9,0,3,3,2,0,1
156834,156834,156835,158,3,7,36,75,4,87,207,54,142,28,16,114,93,0,17,0,0,0,3
101941,101941,101942,134,107,73,93,93,36,154,110,55,50,4,11,52,50,0,18,13,10,0,1
85858,85858,85859,1145,453,468,1839,649,898,2723,1540,968,1737,571,510,1070,243,146,266,202,124,87,0
88371,88371,88372,181,30,16,176,69,63,478,392,346,422,77,130,189,60,4,59,13,43,12,0
70730,70730,70731,201,50,97,399,159,412,684,145,69,99,9,32,78,20,8,57,75,10,4,0
105837,105837,105838,153,38,20,301,90,68,230,270,166,281,85,84,185,6,20,24,12,3,15,1
86016,86016,86017,31,0,0,17,4,13,79,41,27,23,4,14,19,15,0,13,0,0,0,0
113395,113395,113396,63,13,13,22,10,8,34,61,11,15,1,5,41,7,0,4,0,1,0,1
88816,88816,88817,10,9,9,51,4,40,60,13,12,21,0,0,0,0,0,9,0,0,0,0
90747,90747,90748,28,17,7,23,13,12,29,52,11,28,13,0,33,5,0,0,0,5,0,0
43492,43492,43493,23,4,4,14,1,14,37,46,4,28,6,8,28,0,0,8,1,0,4,4
80408,80408,80409,58,6,22,235,28,25,180,103,128,109,10,30,21,5,16,3,9,7,0,0
70381,70381,70382,99,98,179,89,71,29,64,18,5,7,2,0,13,7,0,0,63,3,0,0
84734,84734,84735,49,10,32,130,18,77,179,39,27,65,7,10,24,10,10,15,13,0,0,0
73263,73263,73264,30,5,5,39,21,11,7,26,9,18,7,8,9,0,0,3,0,9,0,0
69562,69562,69563,138,27,31,203,41,123,267,206,76,154,32,44,120,9,12,48,23,4,4,0
154668,154668,154669,148,16,21,29,58,11,60,181,56,89,7,27,118,58,0,5,0,5,0,3
51094,51094,51095,30,0,4,26,0,8,39,59,7,39,4,4,22,10,0,17,0,0,0,4
115342,115342,115343,89,18,23,106,26,29,107,121,71,97,12,46,79,14,25,9,0,11,3,1
113551,113551,113552,158,48,32,183,54,103,285,220,118,144,27,44,125,25,3,41,12,4,4,1
125765,125765,125766,18,0,4,80,20,62,160,22,58,47,11,30,19,0,0,25,0,0,3,1
48124,48124,48125,234,23,30,161,58,163,530,345,203,298,57,100,141,7,3,106,33,40,16,4
110854,110854,110855,34,0,3,74,13,35,74,67,31,39,5,2,21,0,0,10,0,3,0,1
152702,152702,152703,295,40,69,417,130,168,389,444,233,305,65,101,304,56,12,49,34,22,5,3
113033,113033,113034,112,40,46,155,49,51,109,65,38,37,6,5,104,3,4,9,17,8,3,1
38995,38995,38996,121,38,45,53,15,41,177,174,92,113,23,25,87,37,0,32,4,7,0,4
150255,150255,150256,39,10,10,10,3,12,32,35,15,27,0,4,20,11,0,6,10,4,0,3
65313,65313,65314,14,1,15,64,20,14,45,12,9,15,0,7,18,4,12,4,4,0,5,0
29569,29569,29570,40,15,15,51,5,36,86,64,48,47,8,0,17,10,0,18,15,14,0,4
77561,77561,77562,21,4,10,47,4,27,12,12,2,2,0,0,11,0,0,0,5,0,0,0
86441,86441,86442,68,12,31,113,24,75,142,117,73,133,16,24,45,7,0,21,12,13,0,0
26970,26970,26971,13,0,1,13,1,2,27,24,7,11,0,2,22,0,0,3,1,0,0,4
17902,17902,17903,102,21,36,237,54,198,690,97,118,111,27,71,31,5,10,113,39,25,35,2
121296,121296,121297,75,8,7,110,18,45,65,159,71,96,23,11,101,5,0,7,7,3,0,1
86563,86563,86564,83,12,12,18,30,4,33,97,30,29,8,9,61,34,0,4,0,0,0,0
69782,69782,69783,22,11,34,69,22,25,26,0,5,5,0,0,0,5,0,6,16,0,0,0
133189,133189,133190,35,15,25,305,31,233,226,19,21,21,0,12,15,0,9,26,16,0,0,3
99296,99296,99297,28,0,3,36,7,19,48,31,29,50,7,4,14,3,0,7,0,4,0,0
48076,48076,48077,235,95,71,227,100,98,452,303,170,188,7,40,165,87,14,70,7,16,4,4
48103,48103,48104,45,4,5,35,18,21,70,133,80,113,0,15,35,5,0,5,4,21,0,4
114950,114950,114951,157,23,43,368,77,232,620,232,190,284,34,122,108,11,10,73,11,15,4,1
143208,143208,143209,455,118,241,1077,345,551,1239,482,379,429,125,165,352,61,121,106,132,46,42,3
146238,146238,146239,126,65,72,104,77,66,106,73,34,25,20,16,68,48,0,5,23,2,0,3
140107,140107,140108,59,7,14,183,46,256,659,89,180,375,236,203,32,6,4,33,72,22,146,3
109048,109048,109049,417,171,194,535,192,281,743,508,298,481,102,148,324,22,4,80,94,35,21,1
112027,112027,112028,236,66,54,253,110,67,364,415,195,269,82,120,172,47,15,67,32,71,20,1
139157,139157,139158,225,35,60,296,89,188,524,315,232,254,43,88,137,19,3,51,29,28,8,3
17553,17553,17554,111,85,72,81,51,35,62,72,18,25,3,9,62,20,4,5,13,0,0,2
64920,64920,64921,7,0,0,10,0,3,57,45,33,38,6,10,27,21,0,4,0,3,0,0
62099,62099,62100,287,82,66,227,109,89,363,420,196,267,16,86,184,130,8,53,4,15,0,4
6172,6172,6173,313,38,93,544,150,210,673,403,278,395,121,104,325,10,29,99,69,42,11,2
78023,78023,78024,22,13,9,27,11,16,28,49,18,31,14,3,23,5,4,3,4,0,0,0
146337,146337,146338,181,16,11,97,74,40,133,254,44,119,89,33,217,82,0,14,4,3,0,3
41324,41324,41325,63,12,19,58,19,34,70,87,44,91,7,13,29,8,0,11,8,12,0,4
141434,141434,141435,128,38,39,39,96,24,48,59,11,31,0,17,26,45,0,4,6,0,0,3
154577,154577,154578,125,51,28,85,53,57,216,130,74,102,10,42,119,25,0,14,0,4,0,3
101947,101947,101948,40,0,4,12,0,7,24,53,17,25,0,0,34,0,0,5,0,0,0,1
89557,89557,89558,75,0,13,69,15,64,111,63,15,28,3,6,26,5,0,46,17,5,0,0
41342,41342,41343,397,99,44,188,184,130,534,578,270,542,119,195,474,120,2,61,5,23,16,4
55035,55035,55036,274,126,130,441,174,173,267,330,89,137,43,64,231,89,0,28,40,12,0,4
25643,25643,25644,323,117,93,323,152,205,633,337,240,352,56,138,212,32,31,114,27,24,26,4
160974,160974,160975,96,0,8,109,39,97,123,138,77,119,4,42,40,33,0,9,13,0,0,3
122644,122644,122645,123,26,23,127,74,31,137,222,86,271,202,80,179,13,0,6,3,5,12,1
148763,148763,148764,275,78,64,339,145,176,592,369,295,391,119,148,239,17,33,58,51,20,27,3
125748,125748,125749,21,11,18,29,15,39,53,27,20,22,0,10,11,5,0,9,11,4,0,1
582,582,583,120,8,4,69,28,51,196,165,65,91,11,19,110,53,10,13,0,5,0,2
24643,24643,24644,243,50,50,83,98,34,81,265,59,146,12,30,129,115,0,14,0,0,0,4
99627,99627,99628,142,9,19,170,44,163,394,216,119,220,23,71,174,22,9,12,6,2,7,0
160640,160640,160641,243,74,200,418,163,384,273,225,35,94,21,9,147,35,0,11,85,9,0,3
154511,154511,154512,365,95,86,672,166,300,870,545,440,666,207,230,342,64,32,85,34,13,14,3
98619,98619,98620,96,42,57,174,64,120,245,128,76,139,35,52,63,13,5,31,32,24,0,0
43810,43810,43811,30,12,19,37,13,25,42,34,21,33,0,0,12,12,0,4,12,3,0,4
115494,115494,115495,238,110,124,158,140,111,740,231,184,248,35,93,175,65,24,124,38,9,4,1
79255,79255,79256,10,0,1,43,4,30,68,28,29,23,4,6,14,0,0,12,0,7,0,0
155169,155169,155170,18,4,12,21,8,6,61,21,12,34,8,13,8,0,0,0,0,0,0,3
7959,7959,7960,24,0,4,24,10,19,22,35,7,36,0,5,9,0,0,0,4,0,0,2
101304,101304,101305,546,555,338,908,452,565,812,350,136,208,57,92,283,189,29,30,123,13,0,1
3355,3355,3356,28,4,9,20,4,39,76,62,29,45,4,0,17,8,0,19,4,14,0,2
78960,78960,78961,59,10,40,327,41,247,653,33,113,101,8,71,19,10,25,42,19,25,10,0
144633,144633,144634,55,29,37,58,12,54,138,49,24,56,6,16,15,12,9,47,11,3,0,3
92644,92644,92645,41,3,3,28,7,18,64,58,21,65,3,6,26,7,0,18,3,4,0,0
127098,127098,127099,49,5,5,19,24,29,78,39,24,41,5,20,69,30,0,6,0,0,0,1
74547,74547,74548,24,2,20,67,31,38,64,17,10,17,17,9,0,4,8,16,8,0,0,0
121683,121683,121684,141,34,53,85,53,52,134,179,65,98,27,9,79,5,0,48,28,19,4,1
10591,10591,10592,58,7,14,58,6,64,124,104,53,104,13,20,39,8,0,32,7,9,0,2
138242,138242,138243,10,0,0,25,8,42,87,14,23,19,9,13,12,10,0,9,0,0,0,3
132009,132009,132010,8,0,0,21,5,9,45,12,4,12,3,7,6,0,0,0,0,0,0,1
110439,110439,110440,125,0,27,250,71,80,363,201,171,250,77,57,109,5,19,42,8,24,12,1
66973,66973,66974,34,0,14,32,4,37,74,59,17,60,0,2,17,4,0,19,0,5,0,0
16902,16902,16903,53,29,39,219,33,153,315,31,142,132,6,119,8,0,19,22,22,10,36,2
37322,37322,37323,25,0,3,39,7,8,42,28,22,16,4,22,9,5,0,9,0,5,0,4
58712,58712,58713,39,16,24,64,31,34,38,19,13,17,5,1,23,9,0,10,24,0,0,4
21700,21700,21701,249,142,214,448,193,234,534,128,74,82,17,42,69,60,13,67,114,6,0,2
26759,26759,26760,376,105,92,768,179,267,657,446,333,430,168,145,263,58,18,60,50,16,31,4
124217,124217,124218,4,0,1,49,4,43,85,11,23,55,0,27,25,0,0,4,1,0,0,1
130098,130098,130099,52,63,88,251,49,264,232,19,21,14,0,6,8,15,0,18,51,0,0,1
111172,111172,111173,15,3,0,28,4,9,37,17,10,19,6,8,3,3,0,4,6,0,4,1
98493,98493,98494,30,4,0,32,17,12,89,66,61,50,12,12,25,4,4,11,4,0,0,0
114810,114810,114811,38,3,3,16,22,22,69,47,14,22,4,8,24,14,0,17,0,0,0,1
154355,154355,154356,46,8,21,56,9,43,122,52,49,67,11,16,21,5,0,15,8,9,0,3
17478,17478,17479,110,57,57,52,84,32,79,51,23,23,6,11,14,41,0,19,5,0,0,2
103840,103840,103841,290,135,107,197,94,102,422,328,140,190,11,52,168,105,20,80,39,14,5,1
126576,126576,126577,48,4,14,72,11,28,48,51,15,55,3,6,20,0,0,0,4,0,0,1
